ticker,companyname,sector,industry,closeprice,dma10,dma50,dma200
MIDZ, Direxion Mid Cap Bear 3X Shares ,N/A,N/A,16.74,16.797,16.6714,20.717
MLPC,C-Tracks Bsd on Perf of M/H MLP Fdmt ETN ,N/A,N/A,27.62,27.532,26.855,
MLPS, UBS AG  1xMonthly Short Exchang ,N/A,N/A,11.54,11.673,12.077,12.617
MMT, MFS Multimarket Income Trust Co ,Financial,Closed-End Fund - Debt,6.62,6.608,6.5318,6.4921
MPA, Blackrock MuniYield Pennsylvani ,N/A,N/A,14.06,14.035,13.8502,13.2233
MRO,Marathon Oil Corporation Common ,Basic Materials,Oil & Gas Refining & Marketing,36.15,36.433,34.7344,35.074
MSLI, Merus Labs International Inc. ,N/A,N/A,1.51,1.518,1.5484,1.3012
MSTX,Mast Therapeutics Inc. ,Healthcare,Biotechnology,0.57,0.6,0.7102,0.56745
MUR,Murphy Oil Corporation Common S ,Basic Materials,Oil & Gas Refining & Marketing,63.43,64.06,61.13,62.7084
MX, MagnaChip Semiconductor Corpora ,Technology,Semiconductor - Specialized,14,14.162,14.3832,18.3239
MYY,ProShares Short MidCap400 ETF,Commodity Based ETF,,18.05,18.082,18.0094,19.2072
NATR,Nature's Sunshine Products Inc ,Healthcare,Drug Related Products,13.36,13.809,14.4142,17.1686
NBW, Neuberger Berman California Int ,N/A,N/A,15.17,15.237,14.9082,14.3224
NC,NACCO Industries Inc. Common S ,Industrial Goods,Farm & Construction Machinery,53.59,53.994,54.296,57.7216
NCIT,NCI Inc. ,Technology,Information Technology Services,9.97,10.389,11.0794,7.2357
NCTY,The9 Limited ,Technology,Multimedia & Graphics Software,2.58,2.603,2.6168,2.66235
NDLS,Noodles & Company ,Services,Restaurants,32.79,36.443,37.5654,40.3592
NECB,Northeast Community Bancorp Inc. ,Financial,Savings & Loans,7.21,7.275,7.1656,7.03105
NEON, Neonode Inc. ,Technology,Diversified Electronics,5.35,5.59,6.2416,6.33315
NINE,Ninetowns Internet Technology G ,Technology,Business Software & Services,1.73,1.736,1.7344,1.76055
NKY,Precidian MAXIS Nikkei 225 Index ETF,Global Equity ETF,,16.66,16.79,16.9618,17.2985
NNVC,NanoViricides Inc. ,Healthcare,Drug Manufacturers - Major,3.18,3.336,3.5946,4.3991
NQJ, Nuveen New Jersey Investment Qu ,N/A,N/A,13.51,13.51,13.2812,12.9035
NRT,North European Oil Royality Tru ,Financial,Diversified Investments,24.04,24.148,22.7784,22.6693
NSPR,InspireMD Inc. ,Healthcare,Medical Appliances & Equipment,2.1,2.371,3.0386,2.7236
NSTG,NanoString Technologies Inc. ,Healthcare,Biotechnology,16.22,16.732,18.792,14.0007
NVSL,Naugatuck Valley Financial Corp ,Financial,Savings & Loans,7.68,7.711,7.4382,7.3365
NWS,News Corporation ,NULL,NULL,16.54,16.708,17.0186,16.9142
NYH, Eaton Vance New York Municipal  ,Financial,Closed-End Fund - Debt,11.9,11.902,11.83,11.3139
ODC,Oil-Dri Corporation Of America  ,Basic Materials,Specialty Chemicals,33.51,33.7,34.0538,34.2938
